,id,fullName,link,firstName,lastName,primaryNumber,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,nationality,height,weight,active,alternateCaptain,captain,rookie,shootsCatches,rosterStatus,currentTeam,primaryPosition
198,8475195,Anders Nilsson,/api/v1/people/8475195,Anders,Nilsson,31,1990-03-19,30,Lulea,,SWE,SWE,"6' 6""",232,True,False,False,False,L,I,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'G', 'name': 'Goalie', 'type': 'Goalie', 'abbreviation': 'G'}"
199,8467950,Craig Anderson,/api/v1/people/8467950,Craig,Anderson,41,1981-05-21,38,Park Ridge,IL,USA,USA,"6' 2""",186,True,False,False,False,L,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'G', 'name': 'Goalie', 'type': 'Goalie', 'abbreviation': 'G'}"
200,8468493,Ron Hainsey,/api/v1/people/8468493,Ron,Hainsey,81,1981-03-24,39,Bolton,CT,USA,USA,"6' 3""",201,True,True,False,False,L,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
201,8471676,Bobby Ryan,/api/v1/people/8471676,Bobby,Ryan,9,1987-03-17,33,Cherry Hill,NJ,USA,USA,"6' 2""",208,True,False,False,False,R,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'R', 'name': 'Right Wing', 'type': 'Forward', 'abbreviation': 'RW'}"
202,8473573,Artem Anisimov,/api/v1/people/8473573,Artem,Anisimov,51,1988-05-24,31,Yaroslavl,,RUS,RUS,"6' 4""",199,True,False,False,False,L,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'C', 'name': 'Center', 'type': 'Forward', 'abbreviation': 'C'}"
203,8474571,Mikkel Boedker,/api/v1/people/8474571,Mikkel,Boedker,89,1989-12-16,30,Brondby,,DNK,DNK,"5' 11""",207,True,False,False,False,L,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'L', 'name': 'Left Wing', 'type': 'Forward', 'abbreviation': 'LW'}"
204,8476285,Matthew Peca,/api/v1/people/8476285,Matthew,Peca,53,1993-04-27,26,Petawawa,ON,CAN,CAN,"5' 9""",182,True,False,False,False,L,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'C', 'name': 'Center', 'type': 'Forward', 'abbreviation': 'C'}"
205,8476422,Mike Reilly,/api/v1/people/8476422,Mike,Reilly,5,1993-07-13,26,Chicago,IL,USA,USA,"6' 1""",200,True,False,False,False,L,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
206,8476919,Chris Tierney,/api/v1/people/8476919,Chris,Tierney,71,1994-07-01,25,Keswick,ON,CAN,CAN,"6' 1""",195,True,False,False,False,L,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'C', 'name': 'Center', 'type': 'Forward', 'abbreviation': 'C'}"
207,8477015,Connor Brown,/api/v1/people/8477015,Connor,Brown,28,1994-01-14,26,Toronto,ON,CAN,CAN,"6' 0""",186,True,False,False,False,R,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'R', 'name': 'Right Wing', 'type': 'Forward', 'abbreviation': 'RW'}"
208,8477149,Scott Sabourin,/api/v1/people/8477149,Scott,Sabourin,49,1992-07-30,27,Orleans,ON,CAN,CAN,"6' 3""",208,True,False,False,False,R,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'R', 'name': 'Right Wing', 'type': 'Forward', 'abbreviation': 'RW'}"
209,8477405,Marcus Hogberg,/api/v1/people/8477405,Marcus,Hogberg,35,1994-11-25,25,Orebro,,SWE,SWE,"6' 5""",209,True,False,False,True,L,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'G', 'name': 'Goalie', 'type': 'Goalie', 'abbreviation': 'G'}"
210,8477407,Anthony Duclair,/api/v1/people/8477407,Anthony,Duclair,10,1995-08-26,24,Pointe-Claire,QC,CAN,CAN,"5' 11""",198,True,False,False,False,L,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'L', 'name': 'Left Wing', 'type': 'Forward', 'abbreviation': 'LW'}"
211,8477426,Nick Paul,/api/v1/people/8477426,Nick,Paul,13,1995-03-20,25,Mississauga,ON,CAN,CAN,"6' 3""",219,True,False,False,False,L,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'L', 'name': 'Left Wing', 'type': 'Forward', 'abbreviation': 'LW'}"
212,8477963,Jayce Hawryluk,/api/v1/people/8477963,Jayce,Hawryluk,79,1996-01-01,24,Yorkton,SK,CAN,CAN,"5' 11""",196,True,False,False,False,R,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'R', 'name': 'Right Wing', 'type': 'Forward', 'abbreviation': 'RW'}"
213,8477971,Andreas Englund,/api/v1/people/8477971,Andreas,Englund,39,1996-01-21,24,Stockholm,,SWE,SWE,"6' 3""",189,True,False,False,True,L,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
214,8478400,Colin White,/api/v1/people/8478400,Colin,White,36,1997-01-30,23,Boston,MA,USA,USA,"5' 11""",191,True,False,False,False,R,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'C', 'name': 'Center', 'type': 'Forward', 'abbreviation': 'C'}"
215,8478469,Thomas Chabot,/api/v1/people/8478469,Thomas,Chabot,72,1997-01-30,23,Sainte-Marie,QC,CAN,CAN,"6' 2""",190,True,False,False,False,L,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
216,8478846,Christian Wolanin,/api/v1/people/8478846,Christian,Wolanin,86,1995-03-17,25,Quebec City,QC,CAN,CAN,"6' 2""",185,True,False,False,False,L,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
217,8478870,Rudolfs Balcers,/api/v1/people/8478870,Rudolfs,Balcers,38,1997-04-08,23,Liepaja,,LVA,LVA,"5' 11""",180,True,False,False,False,L,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'L', 'name': 'Left Wing', 'type': 'Forward', 'abbreviation': 'LW'}"
218,8479458,Nikita Zaitsev,/api/v1/people/8479458,Nikita,Zaitsev,22,1991-10-29,28,Moscow,,RUS,RUS,"6' 2""",188,True,False,False,False,R,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
219,8480801,Brady Tkachuk,/api/v1/people/8480801,Brady,Tkachuk,7,1999-09-16,20,Scottsdale,AZ,USA,USA,"6' 4""",212,True,False,False,False,L,Y,"{'id': 9, 'name': 'Ottawa Senators', 'link': '/api/v1/teams/9'}","{'code': 'L', 'name': 'Left Wing', 'type': 'Forward', 'abbreviation': 'LW'}"
220,8477341,Andreas Johnsson,/api/v1/people/8477341,Andreas,Johnsson,18,1994-11-21,25,Gävle,,SWE,SWE,"5' 10""",194,True,False,False,False,L,I,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'L', 'name': 'Left Wing', 'type': 'Forward', 'abbreviation': 'LW'}"
221,8481624,Ilya Mikheyev,/api/v1/people/8481624,Ilya,Mikheyev,65,1994-10-10,25,Omsk,,RUS,RUS,"6' 3""",195,True,False,False,True,L,I,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'R', 'name': 'Right Wing', 'type': 'Forward', 'abbreviation': 'RW'}"
222,8469455,Jason Spezza,/api/v1/people/8469455,Jason,Spezza,19,1983-06-13,36,Toronto,ON,CAN,CAN,"6' 3""",216,True,False,False,False,R,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'C', 'name': 'Center', 'type': 'Forward', 'abbreviation': 'C'}"
223,8474162,Jake Muzzin,/api/v1/people/8474162,Jake,Muzzin,8,1989-02-21,31,Woodstock,ON,CAN,CAN,"6' 3""",217,True,False,False,False,L,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
224,8475160,Kyle Clifford,/api/v1/people/8475160,Kyle,Clifford,73,1991-01-13,29,Ayr,ON,CAN,CAN,"6' 2""",211,True,False,False,False,L,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'L', 'name': 'Left Wing', 'type': 'Forward', 'abbreviation': 'LW'}"
225,8475166,John Tavares,/api/v1/people/8475166,John,Tavares,91,1990-09-20,29,Mississauga,ON,CAN,CAN,"6' 1""",215,True,False,True,False,L,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'C', 'name': 'Center', 'type': 'Forward', 'abbreviation': 'C'}"
226,8475197,Tyson Barrie,/api/v1/people/8475197,Tyson,Barrie,94,1991-07-26,28,Victoria,BC,CAN,CAN,"5' 11""",197,True,False,False,False,R,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
227,8475716,Martin Marincin,/api/v1/people/8475716,Martin,Marincin,52,1992-02-18,28,Kosice,,SVK,SVK,"6' 5""",217,True,False,False,False,L,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
228,8475718,Justin Holl,/api/v1/people/8475718,Justin,Holl,3,1992-01-30,28,Tonka Bay,MN,USA,USA,"6' 4""",210,True,False,False,False,R,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
229,8475786,Zach Hyman,/api/v1/people/8475786,Zach,Hyman,11,1992-06-09,27,Toronto,ON,CAN,CAN,"6' 1""",211,True,False,False,False,R,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'L', 'name': 'Left Wing', 'type': 'Forward', 'abbreviation': 'LW'}"
230,8475789,Jack Campbell,/api/v1/people/8475789,Jack,Campbell,36,1992-01-09,28,Port Huron,MI,USA,USA,"6' 2""",197,True,False,False,False,L,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'G', 'name': 'Goalie', 'type': 'Goalie', 'abbreviation': 'G'}"
231,8475883,Frederik Andersen,/api/v1/people/8475883,Frederik,Andersen,31,1989-10-02,30,Herning,,DNK,DNK,"6' 4""",238,True,False,False,False,L,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'G', 'name': 'Goalie', 'type': 'Goalie', 'abbreviation': 'G'}"
232,8476853,Morgan Rielly,/api/v1/people/8476853,Morgan,Rielly,44,1994-03-09,26,Vancouver,BC,CAN,CAN,"6' 1""",219,True,True,False,False,L,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
233,8476879,Cody Ceci,/api/v1/people/8476879,Cody,Ceci,83,1993-12-21,26,Ottawa,ON,CAN,CAN,"6' 2""",210,True,False,False,False,R,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
234,8477021,Alexander Kerfoot,/api/v1/people/8477021,Alexander,Kerfoot,15,1994-08-11,25,Vancouver,BC,CAN,CAN,"5' 10""",185,True,False,False,False,L,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'C', 'name': 'Center', 'type': 'Forward', 'abbreviation': 'C'}"
235,8477512,Frederik Gauthier,/api/v1/people/8477512,Frederik,Gauthier,33,1995-04-26,24,Laval,QC,CAN,CAN,"6' 5""",239,True,False,False,False,L,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'C', 'name': 'Center', 'type': 'Forward', 'abbreviation': 'C'}"
236,8477939,William Nylander,/api/v1/people/8477939,William,Nylander,88,1996-05-01,23,Calgary,AB,CAN,SWE,"6' 0""",196,True,False,False,False,R,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'R', 'name': 'Right Wing', 'type': 'Forward', 'abbreviation': 'RW'}"
237,8477953,Kasperi Kapanen,/api/v1/people/8477953,Kasperi,Kapanen,24,1996-07-23,23,Kuopio,,FIN,FIN,"6' 1""",194,True,False,False,False,R,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'R', 'name': 'Right Wing', 'type': 'Forward', 'abbreviation': 'RW'}"
238,8478115,Pierre Engvall,/api/v1/people/8478115,Pierre,Engvall,47,1996-05-31,23,Ljungby,,SWE,SWE,"6' 5""",214,True,False,False,True,L,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'L', 'name': 'Left Wing', 'type': 'Forward', 'abbreviation': 'LW'}"
239,8478408,Travis Dermott,/api/v1/people/8478408,Travis,Dermott,23,1996-12-22,23,Newmarket,ON,CAN,CAN,"6' 0""",205,True,False,False,False,L,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
240,8478483,Mitchell Marner,/api/v1/people/8478483,Mitchell,Marner,16,1997-05-05,22,Markham,ON,CAN,CAN,"6' 0""",175,True,True,False,False,R,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'R', 'name': 'Right Wing', 'type': 'Forward', 'abbreviation': 'RW'}"
241,8478843,Denis Malgin,/api/v1/people/8478843,Denis,Malgin,62,1997-01-18,23,Olten,,CHE,CHE,"5' 9""",177,True,False,False,False,R,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'C', 'name': 'Center', 'type': 'Forward', 'abbreviation': 'C'}"
242,8479318,Auston Matthews,/api/v1/people/8479318,Auston,Matthews,34,1997-09-17,22,San Ramon,CA,USA,USA,"6' 3""",220,True,True,False,False,L,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'C', 'name': 'Center', 'type': 'Forward', 'abbreviation': 'C'}"
243,8480157,Calle Rosen,/api/v1/people/8480157,Calle,Rosen,48,1994-02-02,26,Vaxjo,,SWE,SWE,"6' 1""",186,True,False,False,True,L,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
244,8480873,Rasmus Sandin,/api/v1/people/8480873,Rasmus,Sandin,38,2000-03-07,20,Uppsala,,SWE,SWE,"5' 11""",183,True,False,False,True,L,Y,"{'id': 10, 'name': 'Toronto Maple Leafs', 'link': '/api/v1/teams/10'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
245,8475222,Sami Vatanen,/api/v1/people/8475222,Sami,Vatanen,45,1991-06-03,28,Jyväskylä,,FIN,FIN,"5' 10""",185,True,False,False,False,R,I,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
246,8476462,Dougie Hamilton,/api/v1/people/8476462,Dougie,Hamilton,19,1993-06-17,26,Toronto,ON,CAN,CAN,"6' 6""",229,True,False,False,False,R,I,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
247,8477488,Brett Pesce,/api/v1/people/8477488,Brett,Pesce,22,1994-11-15,25,Tarrytown,NY,USA,USA,"6' 3""",206,True,False,False,False,R,I,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
248,8468508,Justin Williams,/api/v1/people/8468508,Justin,Williams,14,1981-10-04,38,Cobourg,ON,CAN,CAN,"6' 1""",184,True,False,False,False,R,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'R', 'name': 'Right Wing', 'type': 'Forward', 'abbreviation': 'RW'}"
249,8473503,James Reimer,/api/v1/people/8473503,James,Reimer,47,1988-03-15,32,Morweena,MB,CAN,CAN,"6' 2""",220,True,False,False,False,L,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'G', 'name': 'Goalie', 'type': 'Goalie', 'abbreviation': 'G'}"
250,8473533,Jordan Staal,/api/v1/people/8473533,Jordan,Staal,11,1988-09-10,31,Thunder Bay,ON,CAN,CAN,"6' 4""",220,True,False,True,False,L,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'C', 'name': 'Center', 'type': 'Forward', 'abbreviation': 'C'}"
251,8474581,Jake Gardiner,/api/v1/people/8474581,Jake,Gardiner,51,1990-07-04,29,Minnetonka,MN,USA,USA,"6' 2""",203,True,False,False,False,L,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
252,8475799,Nino Niederreiter,/api/v1/people/8475799,Nino,Niederreiter,21,1992-09-08,27,Chur,,CHE,CHE,"6' 2""",218,True,False,False,False,L,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'R', 'name': 'Right Wing', 'type': 'Forward', 'abbreviation': 'RW'}"
253,8475852,Petr Mrazek,/api/v1/people/8475852,Petr,Mrazek,34,1992-02-14,28,Ostrava,,CZE,CZE,"6' 1""",190,True,False,False,False,L,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'G', 'name': 'Goalie', 'type': 'Goalie', 'abbreviation': 'G'}"
254,8476288,Ryan Dzingel,/api/v1/people/8476288,Ryan,Dzingel,18,1992-03-09,28,Wheaton,IL,USA,USA,"6' 0""",190,True,False,False,False,L,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'C', 'name': 'Center', 'type': 'Forward', 'abbreviation': 'C'}"
255,8476389,Vincent Trocheck,/api/v1/people/8476389,Vincent,Trocheck,16,1993-07-11,26,Pittsburgh,PA,USA,USA,"5' 10""",183,True,False,False,False,R,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'C', 'name': 'Center', 'type': 'Forward', 'abbreviation': 'C'}"
256,8476441,Joel Edmundson,/api/v1/people/8476441,Joel,Edmundson,6,1993-06-28,26,Brandon,MB,CAN,CAN,"6' 4""",215,True,False,False,False,L,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
257,8476869,Brady Skjei,/api/v1/people/8476869,Brady,Skjei,76,1994-03-26,26,Lakeville,MN,USA,USA,"6' 3""",210,True,False,False,False,L,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
258,8476882,Teuvo Teravainen,/api/v1/people/8476882,Teuvo,Teravainen,86,1994-09-11,25,Helsinki,,FIN,FIN,"5' 11""",191,True,False,False,False,L,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'L', 'name': 'Left Wing', 'type': 'Forward', 'abbreviation': 'LW'}"
259,8476921,Jordan Martinook,/api/v1/people/8476921,Jordan,Martinook,48,1992-07-25,27,Brandon,MB,CAN,CAN,"6' 0""",196,True,True,False,False,L,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'L', 'name': 'Left Wing', 'type': 'Forward', 'abbreviation': 'LW'}"
260,8476934,Brock McGinn,/api/v1/people/8476934,Brock,McGinn,23,1994-02-02,26,Fergus,ON,CAN,CAN,"6' 0""",187,True,False,False,False,L,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'L', 'name': 'Left Wing', 'type': 'Forward', 'abbreviation': 'LW'}"
261,8476958,Jaccob Slavin,/api/v1/people/8476958,Jaccob,Slavin,74,1994-05-01,25,Denver,CO,USA,USA,"6' 3""",207,True,True,False,False,L,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
262,8477845,Trevor van Riemsdyk,/api/v1/people/8477845,Trevor,van Riemsdyk,57,1991-07-24,28,Middletown,NJ,USA,USA,"6' 2""",192,True,False,False,False,R,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
263,8477938,Haydn Fleury,/api/v1/people/8477938,Haydn,Fleury,4,1996-07-08,23,Carlyle,SK,CAN,CAN,"6' 3""",208,True,False,False,False,L,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
264,8477998,Warren Foegele,/api/v1/people/8477998,Warren,Foegele,13,1996-04-01,24,Markham,ON,CAN,CAN,"6' 2""",198,True,False,False,False,L,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'L', 'name': 'Left Wing', 'type': 'Forward', 'abbreviation': 'LW'}"
265,8478427,Sebastian Aho,/api/v1/people/8478427,Sebastian,Aho,20,1997-07-26,22,Rauma,,FIN,FIN,"6' 0""",176,True,False,False,False,L,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'C', 'name': 'Center', 'type': 'Forward', 'abbreviation': 'C'}"
266,8480039,Martin Necas,/api/v1/people/8480039,Martin,Necas,88,1999-01-15,21,Nove Mesto na Morave,,CZE,CZE,"6' 2""",189,True,False,False,True,R,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'C', 'name': 'Center', 'type': 'Forward', 'abbreviation': 'C'}"
267,8480830,Andrei Svechnikov,/api/v1/people/8480830,Andrei,Svechnikov,37,2000-03-26,20,Barnaul,,RUS,RUS,"6' 2""",195,True,False,False,False,L,Y,"{'id': 12, 'name': 'Carolina Hurricanes', 'link': '/api/v1/teams/12'}","{'code': 'R', 'name': 'Right Wing', 'type': 'Forward', 'abbreviation': 'RW'}"
268,8478211,Dryden Hunt,/api/v1/people/8478211,Dryden,Hunt,73,1995-11-24,24,Cranbrook,BC,CAN,CAN,"6' 0""",193,True,False,False,False,L,Y,"{'id': 13, 'name': 'Florida Panthers', 'link': '/api/v1/teams/13'}","{'code': 'L', 'name': 'Left Wing', 'type': 'Forward', 'abbreviation': 'LW'}"
269,8478470,Sam Montembeault,/api/v1/people/8478470,Sam,Montembeault,33,1996-10-30,23,Becancour,QC,CAN,CAN,"6' 3""",199,True,False,False,True,L,Y,"{'id': 13, 'name': 'Florida Panthers', 'link': '/api/v1/teams/13'}","{'code': 'G', 'name': 'Goalie', 'type': 'Goalie', 'abbreviation': 'G'}"
270,8470619,Brian Boyle,/api/v1/people/8470619,Brian,Boyle,9,1984-12-18,35,Hingham,MA,USA,USA,"6' 6""",245,True,False,False,False,L,Y,"{'id': 13, 'name': 'Florida Panthers', 'link': '/api/v1/teams/13'}","{'code': 'C', 'name': 'Center', 'type': 'Forward', 'abbreviation': 'C'}"
271,8471735,Keith Yandle,/api/v1/people/8471735,Keith,Yandle,3,1986-09-09,33,Boston,MA,USA,USA,"6' 1""",192,True,True,False,False,L,Y,"{'id': 13, 'name': 'Florida Panthers', 'link': '/api/v1/teams/13'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
272,8471873,Anton Stralman,/api/v1/people/8471873,Anton,Stralman,6,1986-08-01,33,Tibro,,SWE,SWE,"5' 11""",186,True,False,False,False,R,Y,"{'id': 13, 'name': 'Florida Panthers', 'link': '/api/v1/teams/13'}","{'code': 'D', 'name': 'Defenseman', 'type': 'Defenseman', 'abbreviation': 'D'}"
273,8474098,Colton Sceviour,/api/v1/people/8474098,Colton,Sceviour,7,1989-04-20,30,Red Deer,AB,CAN,CAN,"6' 0""",190,True,False,False,False,R,Y,"{'id': 13, 'name': 'Florida Panthers', 'link': '/api/v1/teams/13'}","{'code': 'C', 'name': 'Center', 'type': 'Forward', 'abbreviation': 'C'}"
274,8474149,Evgenii Dadonov,/api/v1/people/8474149,Evgenii,Dadonov,63,1989-03-12,31,Chelyabinsk,,RUS,RUS,"5' 11""",185,True,False,False,False,L,Y,"{'id': 13, 'name': 'Florida Panthers', 'link': '/api/v1/teams/13'}","{'code': 'R', 'name': 'Right Wing', 'type': 'Forward', 'abbreviation': 'RW'}"
275,8474884,Mike Hoffman,/api/v1/people/8474884,Mike,Hoffman,68,1989-11-24,30,Kitchener,ON,CAN,CAN,"6' 0""",182,True,False,False,False,L,Y,"{'id': 13, 'name': 'Florida Panthers', 'link': '/api/v1/teams/13'}","{'code': 'L', 'name': 'Left Wing', 'type': 'Forward', 'abbreviation': 'LW'}"
276,8475287,Erik Haula,/api/v1/people/8475287,Erik,Haula,56,1991-03-23,29,Pori,,FIN,FIN,"6' 0""",193,True,False,False,False,L,Y,"{'id': 13, 'name': 'Florida Panthers', 'link': '/api/v1/teams/13'}","{'code': 'L', 'name': 'Left Wing', 'type': 'Forward', 'abbreviation': 'LW'}"
277,8475683,Sergei Bobrovsky,/api/v1/people/8475683,Sergei,Bobrovsky,72,1988-09-20,31,Novokuznetsk,,RUS,RUS,"6' 2""",187,True,False,False,False,L,Y,"{'id': 13, 'name': 'Florida Panthers', 'link': '/api/v1/teams/13'}","{'code': 'G', 'name': 'Goalie', 'type': 'Goalie', 'abbreviation': 'G'}"
